id,sentiment
"12311_10",0.9914559125900269
"8348_2",0.026029139757156372
"5828_4",0.5215420722961426
"7186_2",0.1554502248764038
"12128_7",0.798988938331604
"2913_8",0.7336251735687256
"4396_1",0.0064532458782196045
"395_2",0.38351374864578247
"10616_1",0.00806891918182373
"9074_9",0.5546143651008606
"9252_3",0.03462409973144531
"9896_9",0.8885627388954163
"574_4",0.5511734485626221
"11182_8",0.48554348945617676
"11656_4",0.6097956299781799
"2322_4",0.507759690284729
"8703_1",0.02056679129600525
"7483_1",0.12425196170806885
"6007_10",0.9947260022163391
"12424_4",0.026176780462265015
"4672_1",0.006126374006271362
"10841_3",0.06760293245315552
"8954_7",0.5348899364471436
"7392_1",0.09652265906333923
"10288_8",0.9602087736129761
"5343_4",0.005155473947525024
"4950_1",0.008612841367721558
"9257_4",0.597745418548584
"8689_3",0.04679480195045471
"4480_2",0.16126683354377747
"9286_10",0.9941583871841431
"12245_10",0.9977462291717529
"7529_7",0.9859603643417358
"4_4",0.12677308917045593
"5299_2",0.26952511072158813
"12077_8",0.9746448993682861
"10701_2",0.00299796462059021
"11579_1",0.044787436723709106
"10993_1",0.09406775236129761
"8913_1",0.03250744938850403
"1350_3",0.04815959930419922
"3804_2",0.0034114718437194824
"5025_3",0.7473750710487366
"5170_8",0.566178023815155
"8225_8",0.9101299047470093
"6427_7",0.9761080741882324
"3165_3",0.1475515067577362
"7902_9",0.9953978061676025
"8208_3",0.030600130558013916
"3577_8",0.9101314544677734
"4865_1",0.03847402334213257
"9063_3",0.16735005378723145
"1106_1",0.26104414463043213
"1117_9",0.9542334079742432
"1050_4",0.2277146875858307
"10755_9",0.23980972170829773
"2729_8",0.8563699126243591
"10072_10",0.9557152986526489
"2904_7",0.9741203784942627
"4584_2",0.5239847302436829
"189_4",0.5268484354019165
"6302_4",0.14347073435783386
"8138_9",0.9067949056625366
"1262_1",0.11818757653236389
"2199_10",0.9924439787864685
"6551_7",0.46024957299232483
"8082_7",0.9340417385101318
"4897_8",0.9740620851516724
"7360_1",0.03977644443511963
"11012_10",0.8976737260818481
"12046_1",0.06644314527511597
"2331_2",0.463901549577713
"8961_9",0.9826232194900513
"751_7",0.964885950088501
"9884_10",0.7998670339584351
"10016_8",0.2763974666595459
"8023_10",0.8863019943237305
"2628_1",0.003816962242126465
"5832_1",0.08126893639564514
"7302_1",0.08261820673942566
"4501_3",0.20598509907722473
"1121_7",0.44389262795448303
"8334_3",0.8122143745422363
"9789_10",0.5426205992698669
"4230_10",0.7120354771614075
"824_4",0.13563019037246704
"6803_9",0.9896214008331299
"3086_7",0.9864774942398071
"1135_8",0.7606756687164307
"10136_1",0.03445851802825928
"11129_3",0.011809051036834717
"2072_8",0.7465318441390991
"9501_7",0.9842215776443481
"319_10",0.5476744771003723
"1693_7",0.9916095733642578
"10886_1",0.0055198073387146
"9406_8",0.528124213218689
"10376_10",0.18671798706054688
"9902_1",0.040403783321380615
"9938_8",0.5092146396636963
"7080_9",0.9074355363845825
"11944_8",0.5614898800849915
"5249_1",0.006626248359680176
"9599_2",0.4702118933200836
"9620_1",0.006803244352340698
"11244_1",0.06289774179458618
"6841_10",0.9760116934776306
"10050_4",0.722774088382721
"10512_9",0.9913818836212158
"11327_3",0.030330747365951538
"10681_8",0.9900742173194885
"808_3",0.04272806644439697
"546_7",0.9972561001777649
"10765_1",0.0006421208381652832
"7189_9",0.9570772647857666
"6005_9",0.9142056703567505
"11915_9",0.9934078454971313
"5740_10",0.9722982048988342
"7097_10",0.49763956665992737
"9573_10",0.8866252303123474
"5084_4",0.3175230920314789
"12332_7",0.5624148845672607
"8154_1",0.05928465723991394
"5610_1",0.8141410946846008
"5323_9",0.588377833366394
"11034_8",0.9204444885253906
"3977_2",0.004858940839767456
"12380_7",0.47995272278785706
"1737_8",0.3361613154411316
"6030_9",0.914459764957428
"5918_7",0.9295934438705444
"7061_9",0.2987002432346344
"266_8",0.949493408203125
"1375_10",0.9757516384124756
"8648_3",0.004226416349411011
"10146_10",0.9577612280845642
"4578_10",0.9752679467201233
"4685_8",0.9208261966705322
"11843_9",0.9583632946014404
"5467_10",0.995159387588501
"10140_10",0.9359253644943237
"7721_8",0.9759630560874939
"11208_10",0.36659562587738037
"1063_10",0.9790371656417847
"8260_10",0.7589157223701477
"3182_9",0.9329307675361633
"2797_8",0.9800995588302612
"7613_2",0.5160544514656067
"11624_4",0.051775604486465454
"4847_10",0.9924461841583252
"10684_7",0.8967711925506592
"6312_1",0.6539557576179504
"4925_3",0.005638718605041504
"4125_1",0.006762504577636719
"2394_10",0.9972457885742188
"12105_10",0.8682202100753784
"7812_1",0.009834706783294678
"1061_8",0.6405206918716431
"9343_3",0.5047169327735901
"7696_10",0.9983583688735962
"9355_10",0.9963389039039612
"782_9",0.9884271025657654
"9882_10",0.9988594055175781
"10642_10",0.9836081266403198
"7410_2",0.00590437650680542
"9591_4",0.004278212785720825
"11902_3",0.19206857681274414
"3495_7",0.03202009201049805
"6733_1",0.00023952126502990723
"4552_1",0.002613276243209839
"6722_1",0.042329251766204834
"188_10",0.9731793403625488
"5099_10",0.9474523663520813
"10313_1",0.014742493629455566
"6756_9",0.8504165410995483
"6622_2",0.001616746187210083
"4807_10",0.9938219785690308
"7173_3",0.1254488229751587
"11321_8",0.3723512291908264
"7909_9",0.41081833839416504
"8012_7",0.08381226658821106
"8615_4",0.03175854682922363
"8117_10",0.8360689878463745
"1892_10",0.9889578819274902
"4617_1",0.12537077069282532
"1893_8",0.394727498292923
"5435_1",0.004774719476699829
"162_3",0.11376351118087769
"6516_10",0.9647035598754883
"11588_7",0.8200490474700928
"2006_1",0.006185203790664673
"1594_4",0.028436869382858276
"1472_1",0.007868647575378418
"3647_1",0.31704992055892944
"174_7",0.9217466115951538
"5539_7",0.005170345306396484
"3384_10",0.9950530529022217
"3811_4",0.48906999826431274
"4079_8",0.39294809103012085
"1179_7",0.9108508825302124
"3069_9",0.9905766844749451
"3769_8",0.9284517765045166
"9247_10",0.940211832523346
"10434_1",0.009300559759140015
"1147_10",0.9943543672561646
"5344_7",0.9679625630378723
"8073_10",0.9549890756607056
"7833_3",0.017408370971679688
"8370_1",0.016262590885162354
"9007_8",0.3010184168815613
"6624_7",0.410973459482193
"6683_3",0.08553972840309143
"12275_7",0.03580757975578308
"11927_8",0.972565770149231
"1560_10",0.9979633688926697
"1325_9",0.4798552691936493
"3548_8",0.031607627868652344
"607_1",0.0019915401935577393
"6702_7",0.841839075088501
"5702_3",0.011618107557296753
"11345_8",0.9736127853393555
"3428_4",0.2839168310165405
"7209_9",0.9968641996383667
"8425_8",0.9734342098236084
"3087_1",0.004854559898376465
"1119_8",0.7618260383605957
"5715_3",0.5808579921722412
"8645_1",0.09211280941963196
"2149_3",0.008098214864730835
"10403_10",0.8470839262008667
"5628_1",0.021666496992111206
"5570_10",0.9931249618530273
"1613_3",0.05720224976539612
"1454_4",0.883509635925293
"5094_3",0.20286592841148376
"7982_1",0.032019853591918945
"6894_2",0.8761452436447144
"6554_1",0.03251489996910095
"4721_3",0.02617049217224121
"6904_4",0.042573630809783936
"893_8",0.9745445251464844
"4605_4",0.891190767288208
"11516_7",0.409090518951416
"11718_7",0.9969505071640015
"5956_1",0.005566686391830444
"7455_9",0.9101249575614929
"6396_4",0.7799849510192871
"1223_8",0.9547531604766846
"8556_1",0.18131378293037415
"6108_8",0.8944486975669861
"11690_1",0.003709554672241211
"3778_9",0.514718234539032
"3627_4",0.7598597407341003
"8256_4",0.08772414922714233
"533_1",0.006133317947387695
"5235_4",0.029090791940689087
"621_2",0.06146511435508728
"5365_1",0.14318272471427917
"8180_3",0.46213752031326294
"7396_7",0.3479865789413452
"9776_10",0.9945361614227295
"8175_10",0.9439713954925537
"3128_1",0.01056736707687378
"4606_1",0.4747653007507324
"6158_2",0.3261703550815582
"3281_10",0.9736825227737427
"4723_4",0.3451811671257019
"11994_3",0.052061885595321655
"7701_1",0.0020498335361480713
"103_3",0.17895644903182983
"8908_10",0.9913878440856934
"8876_1",0.015806913375854492
"7519_9",0.4864486753940582
"12456_8",0.6370194554328918
"9514_8",0.907743513584137
"8680_8",0.6059828996658325
"12402_10",0.9170498847961426
"362_2",0.12110772728919983
"9825_7",0.9645621180534363
"2913_3",0.5893728137016296
"7164_8",0.9575588703155518
"11177_7",0.7491195201873779
"5707_10",0.9983128309249878
"8103_10",0.9761173725128174
"6289_1",0.0024008452892303467
"11754_1",0.05568447709083557
"11640_10",0.9917194843292236
"9933_7",0.8669487237930298
"185_10",0.8872950077056885
"242_10",0.9829428195953369
"9369_8",0.9764125347137451
"7453_10",0.8878853917121887
"7514_7",0.14101693034172058
"10860_2",0.04088243842124939
"8663_8",0.6789647936820984
"9108_1",0.02688908576965332
"7941_1",0.14263108372688293
"10116_1",0.010582596063613892
"9841_4",0.0217745304107666
"4512_9",0.9623512029647827
"4853_2",0.06581875681877136
"2664_4",0.6882294416427612
"9966_10",0.9898356199264526
"5167_2",0.05436822772026062
"3894_2",0.14137473702430725
"3929_8",0.5562828779220581
"7165_10",0.9071900844573975
"5451_8",0.908974289894104
"2947_4",0.3326857089996338
"4611_10",0.9640190601348877
"5807_1",0.14094620943069458
"9464_8",0.9575352668762207
"3124_10",0.8726959824562073
"2705_4",0.9658186435699463
"12187_8",0.9850318431854248
"12319_10",0.929690957069397
"9874_3",0.12751984596252441
"3406_4",0.34537529945373535
"2327_10",0.9946421384811401
"605_10",0.9988400936126709
"8080_4",0.1759868860244751
"3074_10",0.9895966053009033
"2499_3",0.16236287355422974
"1013_1",0.09730535745620728
"11535_1",0.005295157432556152
"4118_7",0.3937323987483978
"10492_8",0.9776138067245483
"2129_4",0.25940003991127014
"9814_10",0.05284067988395691
"10671_9",0.5324673652648926
"5980_10",0.9920686483383179
"2755_2",0.21134966611862183
"5461_2",0.4909074008464813
"11979_1",0.052700430154800415
"8810_1",0.0012616515159606934
"852_7",0.961826503276825
"10961_4",0.052985429763793945
"7436_4",0.347159206867218
"11281_3",0.7645922899246216
"4208_3",0.5239495038986206
"8213_10",0.4187307059764862
"9851_2",0.10349336266517639
"4713_7",0.5728887915611267
"9528_1",0.9820061922073364
"3595_10",0.9880087971687317
"5785_3",0.04290896654129028
"10370_3",0.005869120359420776
"1980_3",0.8304325342178345
"8800_4",0.16865867376327515
"4437_3",0.14574086666107178
"28_3",0.2558395266532898
"12171_1",0.5424114465713501
"9359_3",0.14862209558486938
"3831_9",0.9974496364593506
"10962_7",0.9869471788406372
"1500_9",0.5423924326896667
"11470_10",0.9462981224060059
"11843_3",0.1040249764919281
"11200_4",0.0851273238658905
"1067_1",0.01741170883178711
"3333_1",0.002866387367248535
"4487_4",0.9867448210716248
"6428_1",0.003280431032180786
"575_7",0.014642179012298584
"10904_9",0.757358193397522
"11821_2",0.17039340734481812
"11605_1",0.0027164220809936523
"1111_7",0.7836259603500366
"10295_1",0.4876973330974579
"1146_4",0.005243182182312012
"2405_9",0.390595406293869
"11081_10",0.9743233323097229
"2201_10",0.9964691996574402
"4844_1",0.06580802798271179
"11007_8",0.9562747478485107
"6535_7",0.9233416318893433
"2653_4",0.01074761152267456
"8245_10",0.39310216903686523
"9951_8",0.9498094320297241
"6133_8",0.03474649786949158
"10006_2",0.0036673247814178467
"7350_1",0.3665258288383484
"4509_9",0.990477442741394
"948_1",0.0037499964237213135
"3987_1",0.09194567799568176
"2947_10",0.37510547041893005
"6041_3",0.0006968379020690918
"2946_1",0.009629875421524048
"11967_4",0.00688093900680542
"1185_10",0.996950626373291
"10323_2",0.4185275435447693
"11706_2",0.002682924270629883
"3663_1",0.04045864939689636
"5602_10",0.9976209402084351
"4870_10",0.7098517417907715
"1994_1",0.0028384625911712646
"10807_7",0.987653374671936
"6871_3",0.9625939130783081
"1175_2",0.007457226514816284
"10919_7",0.9890673160552979
"8127_10",0.6150312423706055
"12497_4",0.17257291078567505
"3274_1",0.39557474851608276
"2568_3",0.041412025690078735
"840_2",0.042398035526275635
"5626_10",0.9984919428825378
"7561_10",0.9960845708847046
"4600_3",0.25540870428085327
"3324_9",0.47348058223724365
"8899_7",0.8786178827285767
"5592_8",0.7971404194831848
"12483_4",0.11551046371459961
"7874_1",0.0010429918766021729
"5878_10",0.9407007694244385
"4303_9",0.888058066368103
"9421_1",0.02532660961151123
"10269_4",0.009038865566253662
"10615_2",0.01667657494544983
"2634_10",0.9792567491531372
"7522_1",0.05325520038604736
"9289_10",0.7581850290298462
"4636_10",0.9829817414283752
"1241_7",0.07633775472640991
"9458_9",0.677245020866394
"11690_10",0.9891448020935059
"7176_4",0.21203851699829102
"6212_10",0.8933967351913452
"6319_1",0.019766777753829956
"5229_3",0.2313188910484314
"466_9",0.9884670376777649
"8693_2",0.1260984241962433
"2952_10",0.9819347858428955
"1128_1",0.03143179416656494
"3975_10",0.8134430646896362
"11365_10",0.6678733229637146
"2074_9",0.939072847366333
"9768_10",0.9977560043334961
"4895_1",0.5113733410835266
"5726_10",0.9723958969116211
"9993_10",0.983774721622467
"11319_2",0.6743274927139282
"10561_2",0.2803539037704468
"5455_8",0.9938603639602661
"10684_3",0.013695061206817627
"3652_3",0.0032726526260375977
"7825_1",0.15330567955970764
"8806_1",0.10437959432601929
"275_10",0.9753668308258057
"2246_1",0.2280881404876709
"11968_2",0.0012072920799255371
"2528_1",0.8146827816963196
"8491_8",0.6794453859329224
"13_1",0.8585290312767029
"4530_8",0.9317162036895752
"5207_3",0.030011922121047974
"11648_10",0.6901324391365051
"8260_1",0.04580718278884888
"10730_10",0.8117883205413818
"10402_3",0.11551904678344727
"8077_1",0.008567631244659424
"8598_8",0.9436012506484985
"2809_3",0.015439361333847046
"12490_10",0.9906175136566162
"1447_9",0.961835503578186
"1605_3",0.35984277725219727
"2311_4",0.0060239434242248535
"3235_9",0.4462164342403412
"5725_10",0.7658441066741943
"9025_10",0.9678177237510681
"6049_9",0.8386471271514893
"4803_10",0.9983893036842346
"191_9",0.9543551802635193
"420_3",0.5878213047981262
"5238_2",0.005808085203170776
"1280_9",0.8671261072158813
"9408_4",0.14121797680854797
"819_1",0.0002917647361755371
"1656_4",0.027251631021499634
